Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT811350,,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,5/13/2020,SAMN15669958,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0757-IPL/2020, complete genome"
MT811351,SRR12348465,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/13/2020,SAMN15669959,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0759-IPL/2020, complete genome"
MT811352,SRR12348464,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/10/2020,SAMN15669960,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0760-IPL/2020, complete genome"
MT811353,SRR12348463,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/11/2020,SAMN15669961,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0761-IPL/2020, complete genome"
MT811354,SRR12348462,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/11/2020,SAMN15669962,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0762-SAN/2020, complete genome"
MT811355,SRR12348461,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/11/2020,SAMN15669963,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0763-IPL/2020, complete genome"
MT811356,SRR12348460,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/15/2020,SAMN15669965,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0765-IPL/2020, complete genome"
MT811357,SRR12348458,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/16/2020,SAMN15669966,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0766-SAN/2020, complete genome"
MT811358,SRR12348457,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/12/2020,SAMN15669967,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0767-IPL/2020, complete genome"
MT811359,SRR12348456,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/10/2020,SAMN15669968,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0771-IPL/2020, complete genome"
MT811360,SRR12348455,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/10/2020,SAMN15669969,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0772-SAN/2020, complete genome"
MT811361,SRR12348454,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/16/2020,SAMN15669970,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0773-SAN/2020, complete genome"
MT811362,SRR12348453,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/9/2020,SAMN15669971,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0774-SAN/2020, complete genome"
MT811363,SRR12348452,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29406,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/11/2020,SAMN15669972,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0776-SAN/2020, complete genome"
MT811364,SRR12348451,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/8/2020,SAMN15669973,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0778-IPL/2020, complete genome"
MT811365,SRR12348450,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/15/2020,SAMN15669974,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0781-SAN/2020, complete genome"
MT811366,SRR12348449,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/6/2020,SAMN15669975,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0782-SAN/2020, complete genome"
MT811367,SRR12348948,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/7/2020,SAMN15669976,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0783-SAN/2020, complete genome"
MT811368,SRR12348947,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/7/2020,SAMN15669977,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0786-IPL/2020, complete genome"
MT811369,,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/7/2020,SAMN15669978,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0787-SAN/2020, complete genome"
MT811371,SRR12348789,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/7/2020,SAMN15669980,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0789-SAN/2020, complete genome"
MT811372,SRR12349151,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/6/2020,SAMN15669981,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0790-SAN/2020, complete genome"
MT811374,SRR12349056,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/2/2020,SAMN15669983,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0794-SAN/2020, complete genome"
MT811375,SRR12349045,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/4/2020,SAMN15669984,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0795-SAN/2020, complete genome"
MT811378,SRR12348946,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/2/2020,SAMN15669987,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0799-SAN/2020, complete genome"
MT811380,SRR12348992,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/31/2020,SAMN15669989,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0801-SAN/2020, complete genome"
MT811382,SRR12348981,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/31/2020,SAMN15669991,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0803-SAN/2020, complete genome"
MT811383,SRR12348970,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/30/2020,SAMN15669992,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0805-SAN/2020, complete genome"
MT811384,SRR12348959,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/30/2020,SAMN15669993,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0806-SAN/2020, complete genome"
MT811385,SRR12348944,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/30/2020,SAMN15669994,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0809-SAN/2020, complete genome"
MT811386,SRR12348933,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/30/2020,SAMN15669995,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0810-SAN/2020, complete genome"
MT811387,SRR12348922,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/30/2020,SAMN15669996,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0812-SAN/2020, complete genome"
MT811388,,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/31/2020,SAMN15669997,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0813-SAN/2020, complete genome"
MT811389,SRR12348911,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/30/2020,SAMN15669998,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0815-SAN/2020, complete genome"
MT811390,SRR12348899,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/30/2020,SAMN15669999,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0816-SAN/2020, complete genome"
MT811392,SRR12348877,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/2/2020,SAMN15670001,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0820-SAN/2020, complete genome"
MT811393,SRR12348866,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/2/2020,SAMN15670002,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0821-SAN/2020, complete genome"
MT811394,SRR12348855,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/30/2020,SAMN15670004,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0823-SAN/2020, complete genome"
MT811395,SRR12348844,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/2/2020,SAMN15670005,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0827-SAN/2020, complete genome"
MT811397,SRR12348822,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/31/2020,SAMN15670007,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0830-SAN/2020, complete genome"
MT811398,SRR12348811,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/6/2020,SAMN15670008,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0831-IPL/2020, complete genome"
MT811399,SRR12348800,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/31/2020,SAMN15670009,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0832-SAN/2020, complete genome"
MT811400,SRR12348788,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/9/2020,SAMN15670010,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0833-SAN/2020, complete genome"
MT811401,SRR12348777,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/4/2020,SAMN15670011,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0834-IPL/2020, complete genome"
MT811403,SRR12348755,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,3/31/2020,SAMN15670013,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0837-SAN/2020, complete genome"
MT811404,SRR12349217,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/21/2020,SAMN15670014,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0839-IPL/2020, complete genome"
MT811405,SRR12349206,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/22/2020,SAMN15670015,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0840-SAN/2020, complete genome"
MT811406,SRR12349195,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,5/1/2020,SAMN15670016,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0843-IPL/2020, complete genome"
MT811407,SRR12349184,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/27/2020,SAMN15670017,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0845-IPL/2020, complete genome"
MT811408,SRR12349173,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/29/2020,SAMN15670018,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0847-IPL/2020, complete genome"
MT811409,SRR12349162,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,4/23/2020,SAMN15670019,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0849-SAN/2020, complete genome"
MT811410,SRR12349084,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/30/2020,SAMN15670026,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0899-IPL/2020, complete genome"
MT811411,SRR12349073,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: San Diego, California",CA,Homo sapiens,oronasopharynx,5/1/2020,SAMN15670027,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0901-SAN/2020, complete genome"
MT811412,SRR12349069,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/29/2020,SAMN15670028,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0902-IPL/2020, complete genome"
MT811413,SRR12349068,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/30/2020,SAMN15670029,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0903-IPL/2020, complete genome"
MT811414,SRR12349066,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/29/2020,SAMN15670030,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0905-IPL/2020, complete genome"
MT811416,SRR12349064,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/27/2020,SAMN15670032,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0907-IPL/2020, complete genome"
MT811420,SRR12349060,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/27/2020,SAMN15670036,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0918-IPL/2020, complete genome"
MT811421,SRR12349059,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/29/2020,SAMN15670037,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0921-IPL/2020, complete genome"
MT811422,SRR12349058,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,5/3/2020,SAMN15670038,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0923-IPL/2020, complete genome"
MT811423,SRR12349057,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,5/3/2020,SAMN15670039,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0925-IPL/2020, complete genome"
MT811424,SRR12349055,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/27/2020,SAMN15670040,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0926-IPL/2020, complete genome"
MT811426,SRR12349053,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,5/1/2020,SAMN15670042,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0930-IPL/2020, complete genome"
MT811428,SRR12349051,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29409,GenBank,complete,,,"SEARCH Alliance,S.D., Pride,D., Shin,J.H.",,"USA: Imperial, California",CA,Homo sapiens,oronasopharynx,4/28/2020,SAMN15670044,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-0932-IPL/2020, complete genome"
