Accession,SRA_Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT370953,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29723,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09122/2020, complete genome"
MT370954,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29716,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09156/2020, complete genome"
MT370956,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29712,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09129/2020, complete genome"
MT370957,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29714,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09099/2020, complete genome"
MT370958,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29723,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09132/2020, complete genome"
MT370960,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29714,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09097/2020, complete genome"
MT370961,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29706,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09140/2020, complete genome"
MT370962,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29719,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09056/2020, complete genome"
MT370964,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29726,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09032/2020, complete genome"
MT370965,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29767,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09116/2020, complete genome"
MT370966,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29732,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09180/2020, complete genome"
MT370967,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29714,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09303/2020, complete genome"
MT370970,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29716,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09192/2020, complete genome"
MT370971,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29722,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09061/2020, complete genome"
MT370972,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29722,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09138/2020, complete genome"
MT370975,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29726,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09134/2020, complete genome"
MT370976,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29724,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09069/2020, complete genome"
MT370977,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29711,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09023/2020, complete genome"
MT370979,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29712,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09044/2020, complete genome"
MT370980,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29724,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09067/2020, complete genome"
MT370981,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29714,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09123/2020, complete genome"
MT370984,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29715,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09043/2020, complete genome"
MT370985,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29729,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09147/2020, complete genome"
MT370986,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29713,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09190/2020, complete genome"
MT370987,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29723,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/18/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09092/2020, complete genome"
MT370988,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29723,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09197/2020, complete genome"
MT370991,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29704,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09028/2020, complete genome"
MT370993,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29718,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09125/2020, complete genome"
MT370994,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29724,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09194/2020, complete genome"
MT370996,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29768,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09181/2020, complete genome"
MT370997,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29705,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09088/2020, complete genome"
MT370998,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29724,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09183/2020, complete genome"
MT371000,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29724,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/21/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09045/2020, complete genome"
MT371001,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29724,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09171/2020, complete genome"
MT371002,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29710,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/22/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09200/2020, complete genome"
MT371006,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29723,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/20/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09068/2020, complete genome"
MT371007,,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29716,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09177/2020, complete genome"
